tom is mary's best friend.	tom adalah teman baik mary.
that's what i'm looking for.	itu yang sedang kucari.
tom looks nonplussed.	tom tampak tercengang.
how can i write faster?	bagaimana saya bisa menulis dengan lebih cepat?
tom is going to go to prison for a crime he didn't commit if you don't confess.	tom akan masuk penjara untuk kejahatan yang ia tak perbuat kalau kamu tidak mau mengaku.
don't scare me like that!	jangan menakut-nakutiku seperti itu!
i didn't think we needed to wait for tom.	saya rasa kita tidak perlu menunggu tom.
we've already done that.	kami sudah melakukan itu.
you know that's impossible, don't you?	kamu tahu itu tidak mungkin, kan?
are you sleepy?	apa kamu ngantuk?
tom, you're pretending to be asleep, aren't you?	tom, kamu pura-pura tidur, ya?
i like this one, too.	aku juga suka yang ini.
there are still people who cannot read.	masih ada orang-orang yang tidak bisa membaca.
i appreciate that.	aku mengapresiasinya.
tom is eating, too.	tom juga sedang makan.
everybody wants something.	setiap orang menginginkan sesuatu.
thank you, tom.	terima kasih, tom.
tom said he was canadian.	tom bilang dia orang kanada.
there are too many difficulties.	ada terlalu banyak kesulitan.
my fingers are so cold they've gone numb.	jari-jariku terasa sangat dingin sampai-sampai mati rasa.
may i speak to tom?	bisakah saya berbicara dengan tom?
anybody can do that.	siapa pun bisa melakukan itu.
tom is a good man.	tom adalah pria yang baik.
what's the matter?	ada masalah apa?
please tell me about your company.	silakan ceritakan tentang perusahaan anda.
i can't go there.	saya tidak bisa pergi ke sana.
how do i eat this?	bagaimana caranya makan ini?
we should do what tom is doing.	kita harus melakukan yang tom lakukan.
he took tom on a fishing trip.	dia mengajak tom pergi memancing.
my schedule is rather tight.	jadwalku lumayan padat.
he is accustomed to hard work.	dia sudah terbiasa dengan kerja keras.
do you believe in astrology?	apakah kamu percaya astrologi?
they hugged.	mereka saling berpelukan.
are you expecting anyone?	apakah kamu sedang menunggu seseorang?
neither tom nor mary has one of those.	tom maupun mary tidak memiliki itu.
tom forgot to bring an umbrella.	tom lupa membawa payung.
i don't know what to order.	saya tidak tahu mau memesan apa.
this skirt is cheap.	rok ini murah.
thanks to a cold summer, beer has sold poorly.	akibat musim panas yang dingin, bir menjadi tidak begitu laku.
how did you like the party?	bagaimana pestanya?
are they japanese or chinese?	mereka itu orang jepang atau orang cina?
this is a common problem.	ini masalah yang sering terjadi.
in that respect, i agree with you completely.	dalam hal itu, saya sepenuhnya setuju dengan anda.
we hope you can help us.	kami harap anda bisa membantu kami.
something horrible has happened.	sesuatu yang mengerikan telah terjadi.
thanks for your quick answer.	terima kasih telah menjawabnya dengan cepat.
it's difficult to learn a foreign language.	belajar bahasa asing itu sulit.
tom is reading a history book.	tom sedang membaca buku sejarah.
pass me the salt, please.	tolong ambilkan aku garamnya.
i can't bear this any longer.	aku sudah tidak tahan dengan hal ini.
i often spend my free time listening to music.	saya sering menghabiskan waktu luang dengan mendengarkan musik.
tom wants us to improve ourselves.	tom ingin kita untuk memperbaiki diri kita.
i arrived here at eight this morning.	saya sampai di sini pukul delapan pagi ini.
i never buy sugar.	aku tidak pernah membeli gula.
symptoms vary.	gejalanya bervariasi.
what would you like to drink?	kau mau minum apa?
so what do you think?	jadi bagaimana menurutmu?
i've lost my wallet.	dompetku hilang.
tom lives in a three-bedroom house on the outskirts of boston.	tom tinggal di sebuah rumah dengan tiga kamar di pinggiran kota boston.
the teacher assembled the students in the hall.	guru itu mengumpulkan para siswa di aula.
it is like looking for a needle in a haystack.	ini bagai mencari jejak dalam air.
it isn't raining yet.	hujan belum turun.
it's raining.	sedang turun hujan.
i'm sorry, but i don't understand.	maaf, tetapi saya tidak mengerti.
i think he's right.	saya pikir dia benar.
i'll come to your place.	aku akan pergi ke tempatmu.
tom has another problem.	tom punya permasalahan lain.
have you reported the theft to the police?	kamu sudah laporkan pencuriannya ke polisi?
i like mathematics.	aku suka matematika.
we should wait for help.	kita harus menunggu datangnya bantuan.
tom came to boston with his parents when he was really young.	tom datang ke boston bersama orang tuanya saat dia masih sangat muda.
her book is red.	bukunya merah.
tom is quick-tempered, isn't he?	tom gampang marah, ya?
this book deals with china.	buku ini berkaitan dengan cina.
did you call me last night?	kamu meneleponku kemarin malam?
plastic and glass containers can be reused.	wadah plastik dan kaca dapat digunakan ulang.
the ice is very thick.	es itu sangat tebal.
do you cry often?	apakah kamu sering menangis?
they have lived here for ten years.	mereka sudah tinggal di sini selama sepuluh tahun.
tom is at home.	tom ada di rumah.
tom is in love with another woman.	tom sedang jatuh cinta dengan wanita lain.
we don't eat pork.	kita tidak makan daging babi.
in the near future, we will be able to put an end to aids.	dalam waktu dekat ini kita akan mampu mengobati aids
tom's home.	tom ada di rumah.
is tom your son?	apakah tom anakmu?
i don't like pepperoni pizza that much.	saya tidak seberapa suka pizza pepperoni.
i understand your feelings.	aku mengerti perasaanmu.
he disappeared without a trace.	dia menghilang tanpa jejak.
did you go to boston or chicago?	apakah kamu pergi ke boston atau chicago?
i know very little about boston.	saya tidak banyak tahu tentang boston.
ask tom to come.	mintalah tom untuk datang.
what are you snacking on?	kamu lagi ngemil apa?
come on!	ayo!
have you seen something?	kamu melihat sesuatu?
tom wanted save up enough money to buy a car.	tom ingin menyisihkan uangnya hingga cukup untuk membeli sebuah mobil.
i'm still curious.	aku masih penasaran.
tom fell asleep in the car.	tom tertidur di dalam mobil.
it's never too late to learn.	tidak ada kata terlambat untuk belajar.
he's attracted to black women.	dia tertarik pada wanita berkulit hitam.
that's it. i've done all i can do.	oke cukup. aku sudah melakukan semua yang aku bisa.
tom's strict.	tom itu keras.
i'm not a witch.	aku bukan penyihir.
i want you to reconsider your decision.	saya ingin anda mempertimbangkan kembali keputusan anda.
i think you should go.	aku rasa kamu harus pergi.
where's the bus stop?	di mana halte busnya?
may i go out to play?	bolehkah aku pergi bermain?
tom's native language isn't french, but english.	bahasa ibu tom bukan bahasa prancis, melainkan bahasa inggris.
the decision was unavoidable.	keputusan itu tak dapat dihindari.
i'm completely exhausted.	aku benar-benar capek.
i've found someone.	aku telah menemukan seseorang.
we won the lottery.	kami memenangkan undian itu.
i think you should sit.	aku pikir kau harus duduk.
she looks happy.	dia terlihat bahagia.
he seems sick.	dia terlihat sakit.
i gave tom a direct order, but he ignored it.	aku memberi tom perintah langsung, tapi dia tidak mengacuhkannya.
do you know whose this is?	tahukah kamu milik siapa ini?
i'll buy that bracelet for you.	aku akan membeli gelang itu untukmu.
this isn't my car.	ini bukan mobilku.
you can't have dessert until you finish your meal.	kamu tidak boleh makan pencuci mulut sampai kamu menghabiskan makananmu.
i'm a slave.	saya seorang budak.
i wonder why tom is staring at me.	aku penasaran kenapa tom memandangiku.
there are no clouds in the sky.	tidak ada awan di langit.
what happened here last night?	ada apa di sini semalam?
rabbits have long ears.	kelinci punya telinga yang panjang.
tom likes to listen to mary sing.	tom suka mendengar nyanyian mary.
i'm going to wait until 2:30.	akan kutunggu sampai pukul 2:30.
they are listening to the radio.	mereka sedang mendengarkan radio.
that's impossible.	itu mustahil.
she does not like sushi.	dia tidak suka susyi.
tomorrow's payday.	besok hari gajian.
the train came on time.	keretanya tiba tepat waktu.
tom wrote something in the guestbook.	tom menulis sesuatu dalam buku tamu.
this is natural.	ini alami.
i'm learning english.	aku sedang belajar bahasa inggris.
does tom still want to go to australia?	apa tom masih ingin ke australia?
i hate you.	aku membencimu.
is this a picture that you yourself drew?	apakah ini gambar yang kamu buat sendiri?
my dog died.	anjingku mati.
i'll work hard.	saya akan bekerja keras.
not even one taxi stopped.	tidak ada satupun taksi yang berhenti.
this room is very small, so it is impossible to put more furniture in it.	ruangan ini terlalu sempit. mustahil untuk menambah perabotan lagi di sini.
i'm reading a novel.	aku sedang membaca novel.
i'd like to use these coupons.	saya ingin menggunakan kupon-kupon ini.
i saw him cross the street.	aku melihat dia menyeberang jalan.
she married him.	ia menikah dengannya.
tom has become accustomed to living in australia.	tom sudah terbiasa hidup di australia.
i want to tell you something.	saya ingin memberi tahu anda sesuatu.
we've run out of sugar.	kita kehabisan gula.
the world changes a lot.	dunia telah banyak berubah.
tom rushed into the office.	tom bergegas menuju kantor.
pass me the wine, please.	tolong ambilkan aku anggurnya.
let's wait until it stops raining.	mari kita menunggu hingga hujannya berhenti.
tom admitted his mistake.	tom mengakui kesalahannya.
i let tom do that anytime he wants to.	saya mengizinkan tom untuk melakukan hal itu sesuka hatinya.
tom wore a white jacket.	tom mengenakan jaket putih.
tom is naked.	tom telanjang.
i see.	aku mengerti.
tom passed away.	tom meninggal dunia.
i have a stepbrother.	saya punya kakak tiri.
we want you to take it.	kami ingin kau membawanya.
come back soon.	segeralah kembali.
tom earns more money in an hour than i do in a week.	tom menghasilkan lebih banyak uang dalam 1 jam dibandingkan apa yang saya hasilkan dalam 1 minggu.
why did you go out?	mengapa kamu pergi keluar?
i was searched by the customs officers at the airport.	saya diperiksa badan oleh petugas bea dan cukai di bandar udara.
get a saw.	ambil gergaji.
i'm going to be out today.	aku akan bepergian hari ini.
it's strange, isn't it?	aneh, kan?
don't be scared.	jangan takut.
tom is not my son.	tom bukan anakku.
why was this a secret?	mengapa ini rahasia?
tom is feeling trapped.	tom merasa terjebak.
many roads are flooded. as a result there are long delays.	beberapa jalan raya banjir. akibatnya terdapat penundaan yang lama.
she's a beauty.	dia seorang yang cantik.
she felt lonely when all her friends had gone home.	dia merasa kesepian ketika semua temannya sudah pulang.
where is customs?	di mana bea dan cukai?
please explain to me how you did that.	tolong jelaskan bagaimana kamu melakukan itu.
this is a knife.	ini pisau.
why didn't you say something?	kenapa kau tidak berkata sepatah katapun?
i only speak french.	saya hanya berbicara bahasa prancis.
she smokes 20 cigarettes a day.	ia menghabiskan 20 batang rokok sehari.
this is too hard a problem for me to solve.	permasalahan ini terlalu sulit bagi saya untuk menyelesaikannya.
how many schools are there in your city?	ada berapa sekolah di kotamu?
i am not a student.	aku bukan pelajar.
i don't want to waste my time on this.	aku tidak mau membuang waktu untuk ini.
"thank you." "you're welcome."	"terima kasih." "sama-sama."
who wants hot chocolate?	siapa mau cokelat panas?
i bought a new sewing machine.	saya membeli mesin jahit baru.
relax.	tenanglah.
do you like apples?	apakah kamu suka apel?
don't you regret getting that tattoo?	tidakkah kamu menyesal membuat tato itu?
i don't often eat out.	saya jarang makan diluar.
i don't know if i have enough money.	aku tidak tau apakah saya memiliki uang yang cukup.
the rice was still warm.	nasinya masih hangat.
you're aggressive.	kau agresif.
tom has already been forgiven.	tom sudah dimaafkan.
if you don't want to put on sunscreen, that's your problem. just don't come complaining to me when you get a sunburn.	kalau kamu tidak mau pakai tabir surya, ya, terserah. nanti jangan mengeluh kalau kulitmu terbakar.
are you really a doctor?	apakah anda benar-benar dokter?
there is little room for doubt.	masih ada kemungkinan kalau itu benar.
tom, where did you find this?	tom, dimana kamu menemukan ini?
this information is very important to us.	informasi ini sangat penting bagi kami.
i know that you were looking for me this morning.	aku tahu kalian mencariku pagi ini.
that isn't going to happen.	itu tidak akan terjadi.
he likes bread and butter.	dia suka roti dan mentega.
a bad workman always blames his tools.	tak pandai menganyam, pandan disalahkan.
tom isn't famous.	tom tidak terkenal.
did you watch the game?	apa kamu melihat pertandingan itu?
tom doesn't trust what anyone says.	tom tidak mau mempercayai apapun yang dikatakan orang lain.
the fee includes the payment for professional services needed to complete the survey.	biaya itu sudah termasuk pembayaran bagi layanan profesional untuk menyelesaikan survei tersebut.
remind me later.	ingatkan aku nanti.
there's no smoke without fire.	hujan berpohon, panas berasal.
tom picked up a rock and threw it at mary.	tom mengambil batu dan melemparkannya pada mary.
my wife has two sisters.	istri saya punya dua saudara perempuan.
my parents told me that we should respect the elderly.	orang tuaku memberitahuku bahwa kita harus menghormati orang yang lanjut usia.
i haven't seen anything.	aku belum lihat apa pun.
tom saw mary at the airport.	tom melihat mary di bandara.
what is pottery?	apa itu tembikar?
you did it again.	kalian melakukannya lagi.
this film is based on a novel.	film ini didasarkan pada novel.
i am a translator.	saya penerjemah.
you must be careful not to make him angry.	kamu harus hati-hati jangan membuatnya marah.
let go of tom.	lepaskan tom!
i shouldn't have run that red light.	aku seharusnya tidak menerobos lampu merah itu.
do you feel guilty?	apakah anda merasa bersalah?
tom admitted that he had stolen mary's money.	tom mengaku bahwa dia telah mencuri uang milik mary
see you tomorrow.	sampai ketemu besok.
tom has passed out.	tom pingsan.
the cat is sleeping on the sofa.	kucing itu sedang tidur di sofa.
where have i seen this man before?	di mana saya pernah melihat pria ini sebelumnya?
there's a church behind my house.	ada gereja di belakang rumahku.
i hope tom passes the exam.	aku harap tom lulus ujian.
he kept me waiting for a long time.	dia membuat saya menunggu lama.
i eat rice.	aku makan nasi.
i don't like movies.	aku tidak suka film.
how did you spend your holiday?	apa yang anda lakukan untuk menghabiskan waktu liburan anda?
although i have studied english at school for the past six years, i'm still not good at speaking it.	walaupun aku sudah belajar bahasa inggris selama enam tahun di sekolah, aku masih belum bisa berbicara bahasa inggris dengan baik.
you still don't have enough experience.	kau masih belum punya cukup pengalaman.
he kept working.	dia terus bekerja.
whose is it?	itu punya siapa?
tom and mary played hockey.	tom dan mary bermain hoki.
you're so selfish.	kamu sangat egois.
there's nothing on tv.	tidak ada apa-apa di tv.
i still don't remember calling you.	aku masih tidak ingat kalau aku memanggilmu.
tom keeps bringing that up.	tom terus mengungkit-ungkit hal itu.
my first french teacher's name was tom jackson.	nama guru bahasa prancis pertamaku adalah tom jackson.
we won't go back there again.	kami tidak akan kembali ke sana lagi.
you need therapy.	kamu butuh terapi.
this is the best camera in the store.	ini adalah kamera terbaik di toko tersebut.
all of us went except for him.	kami semua pergi kecuali dia.
he held his tongue and didn't say a word.	dia menahan lidahnya dan tidak mengatakan sepatah katapun.
he's coming.	dia datang.
tom should be back any second.	tom seharusnya sudah kembali sekarang.
do you feel like eating?	apa kau mau makan?
where are you heading?	anda akan menuju ke mana?
tom has a friend whose father is an astronaut.	tom punya teman yang ayahnya seorang astronot.
tom didn't go there.	tom tidak pergi ke sana.
what method do you use to organize your files?	metode apa yang anda gunakan untuk mengatur berkas-berkas anda?
where's your boss?	di mana bosmu?
the island is six times the size of manhattan.	pulau itu besarnya enam kali luas manhattan.
please show me your injured arm.	tolong perlihatkan kepada saya, lengan kamu yang terluka.
the colony has not declared independence as yet.	daerah jajahan itu masih belum menyatakan kemerdekaannya.
i had a pocketknife.	saya punya pisau lipat.
i won't be able to help you if you don't tell me what the problem is.	saya tidak dapat membantu anda jika anda tidak mengatakan masalahnya.
it's no use crying over spilt milk.	nasi sudah menjadi bubur.
nobody can blame tom.	tidak ada yang bisa menyalahkan tom.
wait just 3 minutes.	tunggu 3 menit saja.
your family is here.	keluargamu di sini.
nature is cruel.	alam itu kejam.
i'm getting little pimples on my face. i wonder if i've been getting enough sleep lately.	aku menjadi sedikit berjerawat di wajahku. aku ingin tahu apakah aku sudah cukup tidur akhir-akhir ini.
the door is blocked.	pintunya terhalang.
tom likes to do everything himself.	tom senang melakukan semuanya sendiri.
can we use a calculator?	bolehkah kami menggunakan kalkulator?
many young people don't listen to radio anymore.	banyak orang-orang muda tidak mendengarkan radio lagi.
don't eat too many cookies.	jangan makan kue terlalu banyak.
is it raining?	hujankah?
where are your boots?	di mana sepatu botmu?
does your website make you money?	apakah situs webmu menghasilkan uang?
tom suspects his wife of having an affair.	tom mencurigai istrinya berselingkuh.
tom was the first guy who broke my heart.	tom laki-laki pertama yang membuatku patah hati.
tom has begun renovating his house.	tom telah memulai merenovasi rumahnya.
we're free!	kita bebas!
have you read this?	kamu pernah baca ini?
the shirt is stained.	kemeja itu ternodai.
the wall was splattered with blood.	tembok itu terciprati oleh darah.
the mouse was lured into the trap by a big piece of cheese.	tikus itu diperangkap ke dalam jebakan dengan potongan keju besar.
do you have any soft drinks?	apakah kamu punya minuman ringan?
who did you go to australia with?	dengan siapa kamu pergi ke australia?
this soup is too spicy.	sup ini terlalu pedas.
my pen just ran out of ink.	pulpenku baru saja habis.
i just saw a guy get stabbed.	aku baru saja melihat seorang pria ditusuk.
i see a flower on the desk.	aku melihat setangkai bunga di atas meja.
do you want to use mine?	apa kamu mau pinjam punyaku?
what time did you arrive in boston?	jam berapa kamu tiba di boston?
the boy was absent from school yesterday because he was sick.	anak itu tidak masuk sekolah kemarin karena dia sakit.
one is red and the other is white.	yang satu merah dan yang lainnya putih.
i guess tom is looking for mary.	kurasa tom sedang mencari mary.
it's necessary to go through customs on arriving.	kita wajib melalui pemeriksaan bea dan cukai saat kedatangan.
tom ran back into the woods.	tom berlari kembali ke hutan.
she and i are about the same height.	tinggi badanku dan dia hampir sama.
tom said he had to call the police.	tom berkata dia harus menelpon polisi.
have you taken your medicine yet?	apakah kamu sudah minum obat?
tom promised me he'd never come back here again.	tom berjani padaku bahwa dia tidak akan pernah kembali kemari lagi.
you'll feel better after a night's sleep.	kamu akan merasa lebih baik setelah tidur malam.
bend your knees.	tekuk lututmu.
she wants him.	dia menginginkannya.
the question is what do we do now.	pertanyaannya adalah apa yang akan kita lakukan sekarang.
my bike needs to be repaired.	sepeda saya perlu diperbaiki.
let's do it after school.	mari kita melakukannya sepulang sekolah.
you are always watching tv.	kamu selalu menonton tv.
the only language tom can speak is french.	satu-satunya bahasa yang bisa tom gunakan adalah bahasa prancis.
i'm accustomed to getting up early.	aku terbiasa bangun pagi.
tom knew he was being followed.	tom tahu jika dia sedang diikuti.
tom went to school with my son.	tom pergi ke sekolah bersama dengan anak laki-laki saya.
i didn't leave my house yesterday.	kemarin aku tidak keluar rumah.
they agreed.	mereka setuju.
i don't know them.	saya tidak mengenal mereka.
i'll visit a museum today.	aku akan mengunjungi sebuah museum hari ini.
what grade is tom in?	tom kelas berapa?
mary and alice often wear the same thing.	mary dan alice sering mengenakan pakaian yang sama.
i want to kiss you.	aku ingin menciummu.
get out of here now!	pergi dari sini sekarang!
will you do that today?	apakah kalian akan melakukannya hari ini?
what's the matter?	ada apa?
we'll discuss that later.	kita akan diskusikan itu nanti.
it's not going to be a problem, is it?	hal ini tidak akan menjadi masalah, bukan?
i like blue.	aku suka biru.
tom suggested that i go to australia with mary.	tom menyarankanku pergi ke australia dengan mary.
are you on the committee?	apakah anda anggota dari komite?
children like to watch tv.	anak-anak suka menonton televisi.
i haven't finished reading this book yet.	aku belum selesai membaca buku ini.
tom is quite good.	tom lumayan bagus.
there is too much furniture in this room.	ada terlalu banyak perabotan di ruangan ini.
tom won't lower the price.	tom tidak akan menurunkan harganya.
i'm here now.	sekarang aku di sini.
my younger brother is taller than me.	adik laki-lakiku lebih tinggi dariku.
tom is a gang member. you should stay away from him.	tom itu anggota geng. kamu harus menjauhinya.
i am not stupid.	saya tidak bodoh.
my stomach hurts.	perutku sakit.
i need someone to talk to.	saya perlu seseorang untuk diajak bicara.
the lock is broken.	kuncinya rusak.
tom was happy.	tom merasa bahagia.
i'm sleepy.	aku ngantuk.
i've done that.	saya sudah melakukannya.
i paid $200 in taxes.	aku membayar $200 untuk pajak.
there's nothing on television.	tidak ada apa-apa di televisi.
she doesn't have many friends.	dia tidak punya banyak teman.
tom's sleeping.	tom sedang tidur.
i don't think i'm narrow-minded.	aku kira aku tidak berpikiran sempit.
let me introduce myself.	izinkan saya memperkenalkan diri.
the garage is at the side of the house.	garasinya terletak di sebelah rumah.
the water was cold.	airnya dingin.
it's natural for him to get angry.	wajar saja kalau dia marah.
i turned off the tv.	aku mematikan televisi.
take him away.	bawa dia pergi.
he smiled.	dia tersenyum.
i drink a glass of milk before going to bed.	saya minum segelas susu sebelum tidur.
is there any food you don't like?	apa ada makanan yang tidak kamu suka?
i can't believe you're talking to me like this.	aku tidak percaya kau berbicara padaku seperti ini.
i hope you two are very happy together.	aku harap kalian berdua bahagia.
i totally agree.	saya sepenuhnya setuju.
didn't i tell you so?	tidakkah aku berkata begitu padamu?
life is like a game of chess.	hidup bagaikan permainan catur.
they shouldn't be doing that.	mereka seharusnya tidak melakukan itu.
read it once more, please.	tolong bacalah sekali lagi.
i wrote her name down so i wouldn't forget it.	aku menulis namanya agar tidak melupakannya.
i'm ashamed.	aku malu.
where's your coat?	di mana jasmu?
do you remember your first grade teacher's name?	apakah kamu ingat nama gurumu saat kelas satu?
i would like an apple.	saya ingin satu buah apel.
tom threw up.	tom muntah.
i'm very proud of my father.	saya sangat bangga dengan ayah saya.
do you know who they are?	tahukah anda siapa mereka itu?
you were at my wedding.	kamu ada pada acara pernikahanku.
she went to the train station to see him off.	dia pergi ke stasiun kereta untuk mengiringi keberangkatannya.
that wasn't so difficult, was it?	itu tidak terlalu susah, bukan?
my parents got divorced when i was young.	orang tuaku bercerai saat aku masih kecil.
i don't like chocolate.	saya tidak suka cokelat.
i want to eat something that isn't sweet.	aku ingin makan sesuatu yang tidak manis.
i can't read.	aku tidak bisa membaca.
i don't know what i should say.	aku tidak tahu apa yang harus aku katakan.
no one heard anything.	tidak ada yang mendengar apa pun.
my hands are cold.	tanganku dingin.
he looks gloomy.	dia terlihat suram.
i'm supposed to meet tom in boston next monday at 2:30.	saya seharusnya bertemu tom di boston senin depan pada 2:30.
mary hugged her doll.	mary memeluk bonekanya.
what do you want to drink?	apa yang ingin kau minum?
the ice is very thick.	esnya sangat tebal.
you don't need to answer this question.	anda tidak perlu menjawab pertanyaan ini.
when will it begin?	akan dimulai jam berapa?
did tom know what to do?	apa tom tahu apa yang harus ia lakukan?
ask tom what he wants to eat.	tanyakan pada tom apa yang ingin dia makan.
i don't eat meat.	saya tidak makan daging.
i only have two children.	aku hanya punya dua orang anak.
tom planted the seeds.	tom menanam benihnya.
is there anything i can do for you?	apakah ada sesuatu yang bisa saya lakukan untuk anda?
i did nothing during the holidays.	saya tidak melakukan apa-apa selama liburan.
this is my office.	ini kantor saya.
tom didn't come.	tom tidak datang.
this book has been translated into several languages.	buku ini telah diterjemahkan ke beberapa bahasa.
tom's my friend.	tom itu temanku.
the difficult question is why.	pertanyaan yang sulit adalah 'kenapa'.
the tablecloth is in the cupboard.	taplak meja ada di dalam lemari.
tom looked puzzled.	tom terlihat kebingungan.
i'm very angry.	aku sangat marah.
these are the rules.	ini peraturannya.
this bed looks solid.	ranjang ini tampak kokoh.
support is very important.	dukungan itu sangat penting.
where are you staying?	di mana anda menginap?
how can we change that?	bagaimana bisa kita mengubah itu?
cheese and butter are made from milk.	keju dan mentega dibuat dari susu.
tom won't let you pay.	tom tidak menginginkan kamu membayar.
i'm happy to be here.	saya senang berada disini.
he's smarter than her.	dia lebih pintar daripada dia.
tom disappointed me.	tom membuatku kecewa.
she is a student.	dia seorang siswa.
tom is good with his hands and has built many interesting things.	tom memiliki tangan yang kreatif dan telah membuat berbagai benda yang menarik.
tom saw mary getting ready to leave.	tom melihat mary bersiap untuk pergi.
boston is an interesting city.	boston adalah kota yang menarik.
he hasn't come yet. he must have missed the bus.	dia belum datang. dia pasti ketinggalan bis.
i'm very lucky.	saya sangat beruntung.
your wife is mad at you.	istrimu marah padamu.
prices are about to go up again.	harga-harga akan naik lagi.
they love coffee.	mereka suka kopi.
the boy fell off the bicycle and fractured his skull.	anak laki-laki itu jatuh dari sepeda dan tempurung kepalanya retak.
i'm going to go.	aku akan pergi.
may i have something to drink?	bolehkah saya meminta sesuatu untuk diminum?
tom has two brothers who live in boston.	tom punya dua saudara lelaki yang tinggal di boston.
tom is able to speak french, too.	tom juga bisa berbahasa prancis.
mary is tom's secretary.	mary adalah sekretaris tom.
my car needs a brake job.	rem mobilku perlu diservis.
the jacksons live in boston.	keluarga jackson tinggal di boston.
have you ever seen a spider spinning its web?	apa kamu pernah melihat laba-laba membuat sarangnya?
is this love?	apakah ini cinta?
tom is ugly, but he's really nice.	tom jelek, tapi ia sangat baik.
what grade is tom in?	kelas berapa tom?
you're so skinny.	kamu kurus sekali.
something's happening on park street.	sesuatu terjadi di jalan park.
tom is willing to help you.	tom bersedia membantumu.
please fill out the customs declaration form.	silakan isi pemberitahuan pabean.
tom is having lunch.	tom sedang makan siang.
what are you going to drink?	apa yang ingin kau minum?
we have three cats.	kami memelihara tiga ekor kucing.
they've changed.	mereka telah berubah.
japanese houses are built of wood and they catch fire easily.	rumah-rumah orang jepang terbuat dari kayu, sehingga rentan untuk terbakar.
some people did nothing.	beberapa orang tidak melakukan apa-apa.
i see.	oh, begitu.
open your mouth and close your eyes.	buka mulutmu dan tutup matamu.
your plan seems better than mine.	rencanamu sepertinya lebih baik daripada milikku.
my father doesn't understand me.	ayahku tidak mengerti diriku.
tom is a perfectionist.	tom seorang perfeksionis.
i can't tell you what i know.	aku tidak bisa memberitahumu apa yang aku ketahui.
tom knew something went wrong, didn't he?	tom tahu ada yang salah, iya kan?
no problem.	tidak masalah.
i'm so happy you're back.	aku senang sekali kamu kembali.
i don't like drinking out of plastic cups.	aku gak suka minum dari gelas plastik.
i like this watch.	aku suka jam tangan ini.
who is your teacher?	siapa gurumu?
i'm afraid the situation is very serious.	aku enggan mengatakannya, tapi situasinya memang sangat serius.
she speaks chinese.	dia bisa berbahasa cina.
tom speaks relatively fast.	tom bicaranya relatif cepat.
tom shouldn't have drunk that.	tom seharusnya tidak meminum itu.
i usually get up at six.	biasanya saya bangun pada pukul enam.
what number bus do i take?	bus nomor berapa yang saya ambil?
after we finish eating, let's go for a walk.	setelah selesai makan, kita jalan-jalan, yuk.
you can handle this without me.	kamu bisa melakukannya tanpa aku.
my name's on the list.	namaku ada di dalam daftar.
what grade is your sister in?	adikmu kelas berapa?
he's not my boyfriend.	dia bukan pacarku.
today is wednesday.	hari ini hari rabu.
you have a big stain on your sweater.	ada noda besar di swetermu.
i'm okay.	aku baik-baik saja.
your pronunciation is more or less correct.	pelafalanmu kurang lebih sudah benar.
some animals eat their young.	beberapa hewan memakan anaknya yang masih muda.
you are stupid.	kau bodoh
tom is not welcome in this house.	tom tidak diterima di rumah ini.
tom appeared confused.	tom terlihat kebingungan.
why are they leaving?	mengapa mereka pergi?
when will you return home?	kapan kamu akan kembali ke rumah?
between you and me, i think our boss is stupid.	ini rahasia ya, tapi menurutku atasan kita itu bodoh.
his house is very modern.	rumahnya sangat modern.
this isn't exactly what i wanted.	ini tidak seperti yang aku inginkan.
maybe i shouldn't stay here.	mungkin seharusnya aku tidak menetap di sini.
i will miss you all.	aku akan merindukan kalian semua.
you might want to wait over there.	mungkin lebih baik kau menunggu di sebelah sana.
don't mock me.	jangan mengejekku.
didn't anything else happen?	apakah tidak ada hal lain yang terjadi?
he has a hundred dollars at most.	dia cuma punya seratus dolar paling banyak.
tom is sitting at the table over there.	tom duduk di meja sebelah sana.
he took a book from the shelf.	dia mengambil sebuah buku dari rak.
that doesn't interest me anymore.	saya tidak tertarik lagi dengan itu
these books are ours.	buku-buku ini milik kami.
you deserve the prize.	kau layak mendapatkan hadiah itu.
that's a bat, not a bird.	itu kelelawar, bukan burung.
mary's boyfriend treats her badly.	pacar mary memperlakukannya dengan buruk
tom doesn't seem to be having any problems.	tom tidak terlihat memiliki masalah.
don't forget to meet me at the station.	jangan lupa untuk bertemu saya di stasiun.
this shirt needs ironing.	baju ini perlu disetrika.
she ran as fast as she could.	dia berlari secepatnya.
tom is bald.	tom botak.
everyone was drunk.	semua orang mabuk.
i have no friends.	aku tidak punya teman.
tom and mary have recently moved to boston.	tom dan mary pindah ke boston baru-baru ini.
i drank too much coffee.	aku kebanyakan minum kopi.
don't erase the blackboard.	papan tulisnya jangan dihapus.
she was in the hospital for six weeks because of her illness.	dia berada di rumah sakit selama enam minggu karena sakitnya
where's the airport?	ada di mana bandaranya?
i can ski.	saya bisa bermain ski.
is this true?	apa ini benar?
tom remembered where he had last seen mary.	tom ingat kapan terakhir kali dia melihat mary.
i invited them to the party.	aku mengundang mereka ke pesta.
let's let tom do it.	mari kita biarkan tom yang melakukannya.
out of twenty students, only one had read the book.	dari dua puluh murid, hanya satu orang yang telah membaca buku.
